,crash_type,report_made,date_time,case_number,district,location,road_type,ticket_arrest,citation_to,biker_gender,biker_city_of_residence,biker_zip_code,driver_gender,driver_city_res,driver_zip_code,injury_to_biker,level_of_injury_to_biker,biker_to_hospital,location_1,count,:@computed_region_jitf_9zyt,:@computed_region_dysk_fpxp,ped_age,ped_gender,ped_city_res,ped_zip_code,injury_to_pedestrian,level_of_injury_to_ped,pedestrian_to_hospital,lanes_of_traffic,signal_present,speed_limit,synopsis,driver_age,biker_age
377,Pedestrian,Yes,2018-04-29T15:25:00.000,18-088108,Western District,Como Ave & Lexington Pkwy,City,No,None,,,,Male,Minneapolis,55419,,,,"{'latitude': '44.9775112', 'longitude': '-93.14941246'}",1,2,4,24,Male,West St. Paul,55118,Yes,Possible Injury,Yes,2,No,30,"Pedestrian was crossing Como Ave, W of Lexington when struck by a moped.  Vehicle had the right of way.",40,
378,Bike,No,2016-12-05T09:47:00.000,16-249186,Western District,Pascal St N & Englewood Ave,City Street,No,None,Female,St. Paul,55104,Female,St. Paul,55104,No,None,No,"{'latitude': '44.964076', 'longitude': '-93.162197'}",1,4,4,,,,,,,,2,No,30,"no report.  Comments state: happened just east of pascal on Englewood. Veh#2 was EB, when bike#1 biked into the passenger side of veh#2. Biker#1 was ""Heather"", Unknown last name, Hamline University student.. veh had a broken passenger side mirror. Driver said the bicyclist apologized several times, telling her ""it was my fault"". Driver said after the bicyclist left, she realized they had not exchanged any information.",39,
379,Pedestrian,Yes,2016-02-05T19:08:00.000,16-023556,Central District,Kellogg Bd W & Mulberry St,,No,,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.94814519', 'longitude': '-93.10552468'}",1,12,5,27,Female,St. Paul,55102,Yes,Suspected Minor Injury,Yes,,,,,,
380,Bike,Yes,2017-06-16T15:07:00.000,17-137868,Eastern District,Maryland & Earl,County - State Aid Highway,No,None,Male,St. Paul,55106,Male,St. Paul,55106,No,None,No,"{'latitude': '44.97759531', 'longitude': '-93.05578853'}",1,13,1,,,,,,,,2,No,30,Bike was riding EB on N sidewalk of Maryland at a high rate of speed.  Driver was EB made a left turn and did not see the bike because it was going so fast.  Bike rode into the side of the vehicle.  No citations issued.,66,17
381,Pedestrian,No,2016-07-24T11:27:00.000,16-147483,Western District,University Ave W & Hamline Ave N,County - State Aid Highway,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.955637', 'longitude': '-93.156821'}",1,17,7,,Unknown,Unknown,Unknown,No,None,No,4,Yes,30,,,
382,Pedestrian,Yes,2017-04-08T18:29:00.000,17-076535,Central District,4th St E & Sibley St,Municipal State Aid,Yes,Pedestrian,,,,Male,St. Paul,55101,,,,"{'latitude': '44.9479027', 'longitude': '-93.08741456'}",1,12,5,25,Male,St. Paul,55106,No,None,No,4,Yes,30,"Pedestrian was running away from the police on foot.  Pedestrian was intoxicated (.34 BAC).  Pedestrian tripped and fell.  Police car stopped and pinched the shoe of the pedestrian against the ground (note it did not run over the foot).  Medics called to scene and checked out the pedestrian, no injury from the vehicle.  Pedestrian was arrested and booked into the jail.",37,
383,Pedestrian,Yes,2018-06-18T23:55:00.000,18-132780,Eastern District,Earl St & Pacific St,Municiapl State Aid,Yes,Driver,,,,Male,St. Paul,55106,,,,"{'latitude': '44.9516052', 'longitude': '-93.05605852'}",1,15,2,56,Male,St. Paul,55106,Yes,Suspected Minor Injury,No,2,No,30,"Vehicle was SB Earl, making a left onto EB Pacific.  Peds were crossing SB in E x-walk.  Vehicle turned and struck pedestrians.   Driver found to be impaired by alcohol; arrested for Criminal Vehicular Operation.",47,
384,Pedestrian,Yes,2017-11-17T15:30:00.000,17-267432,Central District,Cedar Ave & Kellogg Blvd,municipal State Aid,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.94452744', 'longitude': '-93.09151446'}",1,12,5,54,Female,St. Paul,55101,Yes,Possible Injury,Yes,3,Yes,30,Pedestrian was crossing Cedar in N x-walk of Kellogg with green light and walk sign.  Driver struck pedestrian and fled.,,
385,Pedestrian,Yes,2017-10-26T09:39:00.000,17-251684,Western District,Snelling Ave N & University Ave W,County - State Aid Highway,No,None,,,,Male,St. Paul,55104,,,,"{'latitude': '44.95550483', 'longitude': '-93.16720083'}",1,17,4,24,Female,St. Paul,55104,Yes,Possible Injury,No,6,Yes,30,"Vehicle was EB University, making right to SB Snelling.  Pedestrian walking EB University in S X-Walk with right of way. Driver struck pedestrian.",33,
386,Pedestrian,Yes,2017-10-03T15:32:00.000,17-233929,Central District,Front Ave & Western Ave,County - State Aid Highway,No,None,,,,Male,Unknown,Unknown,,,,"{'latitude': '44.97011168', 'longitude': '-93.11726991'}",1,3,7,44,Female,St. Paul,55117,Yes,Suspected Serious Injury,Yes,2,No,30,Vehicle intentionally struck pedestrian.  Being investigated as an aggravated assault by police.,,
387,Pedestrian,Yes,2016-08-16T17:25:00.000,16-164565,Central District,Sibley St & Kellogg,Municipal Aid Street,No,None,,,,Male,St. Paul,55101,,,,"{'latitude': '44.947141', 'longitude': '-93.086673'}",1,12,5,70,Female,Spring Lake Park,55384,No,None,No,5,Yes,30,,52,
388,Pedestrian,No,2017-05-24T17:29:00.000,17-116537,Eastern District,Arcade & Sherwood,City,No,None,,,,Male,Unknown,Unknown,,,,"{'latitude': '44.983973', 'longitude': '-93.065099'}",1,13,1,,Male,St. Paul,55106,No,None,No,2,Stop Sign,30,"No report.  Pedestrian struck driver's mirror with elbow, no injuries.",,
389,Pedestrian,Yes,2018-05-05T16:34:00.000,18-093839,Western District,Jefferson & Edgcumbe Rd,Municiapl State Aid,Yes,Driver,,,,Male,St. Paul,55105,,,,"{'latitude': '44.93042752', 'longitude': '-93.14985363'}",1,5,6,41,Female,St. Paul,55116,No,None,No,2,No,30,"Driver was WB Jefferson and made a u-turn at Edgecumbe, striking 2 pedestrians that were in the crosswalk.  Driver cited for failure to yield to pedestrians.",71,
390,Pedestrian,Yes,2016-08-24T18:23:00.000,16-170612,Eastern District,Greenbrier St & York St,City Street,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.968461', 'longitude': '-93.071028'}",1,13,1,23,Female,St. Paul,55106,Yes,Suspected Minor Injury,Yes,2,No,30,,,
391,Bike,No,2017-05-08T16:39:00.000,17-102532,Eastern District,7th St E & Payne Ave,State - Trunk Highway,No,None,Female,St. Paul,55106,Male,St. Paul,55106,Yes,Suspected Minor Injury,No,"{'latitude': '44.955898', 'longitude': '-93.078327'}",1,13,3,,,,,,,,4,Traffic Signal,30,Bicycle was riding on sidewalk and entered crosswalk as driver was making a right turn and looking left.  Officers were unable to determine who was at fault.  Very minor injuries.,55,59
392,Bike,Yes,2018-06-18T19:36:00.000,18-132603,Western District,Concordia Ave & Griggs,Municiapl State Aid,No,None,Female,Minneapolis,55408,Male,St. Paul,55104,Yes,Suspected Serious Injury,Yes,"{'latitude': '44.95112284', 'longitude': '-93.15169859'}",1,17,7,,,,,,,,2,RRFB,30,"Biker was SB on walking bridge, crossing concordia.  Drier was EB Concordia.  Investigation is on-going.",44,29
393,Pedestrian,Yes,2016-02-17T18:22:00.000,16-031102,Western District,Dale St N & St. Anthony,,Yes,Driver,,,,Male,St. Paul,55104,,,,"{'latitude': '44.9521027', 'longitude': '-93.1263367'}",1,9,7,45,Male,St. Paul,55101,Yes,Suspected Minor Injury,Yes,,,,,41,
394,Bike,Yes,2016-03-22T13:32:00.000,16-055198,Western District,Lexington Pkwy & Front,,Yes,Driver,Male,St. Paul,55106,Female,St. Paul,55108,Yes,Suspected Serious Injury,No,"{'latitude': '44.970298', 'longitude': '-93.146504'}",1,2,3,,,,,,,,,,,,82,53
395,Pedestrian,Yes,2018-08-08T16:21:00.000,18-178284,Western District,1450 Energy Pk Drive,County - State Aid Highway,No,None,,,,Male,St. Paul,55108,,,,"{'latitude': '44.9719827', 'longitude': '-93.1619405'}",1,2,4,46,Female,Oakdale,55128,Yes,Suspected Minor Injury,Yes,4,No,30,Driver of Unit 1 was traveling EB on Energy Park in the right lane of travel. A semi truck was stopped in the left lane of travel also traveling EB with it's hazards on. The semi truck was stopped for a pedestrian attempting to cross at the marked cross walk. Driver of Unit 1 stated that his vision was obstructed by the semi truck and did not see the pedestrian attempting to cross in the cross walk as he struck her. Female was struck and transported to Regions for treatment. No citations issued at this time.,44,
396,Bike,Yes,2016-11-25T12:06:00.000,16-241915,Eastern District,Minnehaha Ave E & Edgerton St,County - State Aid Highway,Yes,Driver,Male,St. Paul,55130,Male,St. Paul,55130,Yes,Suspected Minor Injury,No,"{'latitude': '44.962998', 'longitude': '-93.073942'}",1,13,1,,,,,,,,2,No,30,"Vehicle was SB Edgerton, stopped at stop sign, then made left onto EB Minnehaha.  Bike was crossing NB Edgerton in marked crosswalk, when struck by vehicle.  Driver cited for FTY ped in crosswalk.",25,9
397,Bike,Yes,2018-06-29T09:53:00.000,18-142565,Western District,Snelling Ave S & Portland Ave,County - State Aid Highway,No,None,Male,St. Paul,55105,Male,St. Paul,55105,Yes,Possible Injury,Yes,"{'latitude': '44.94291', 'longitude': '-93.167006'}",1,17,4,,,,,,,,4,No,30,Driver was exiting parking lot onto Lexington.  Biker was riding on the sidewalk and was struck.,62,71
398,Bike,Yes,2018-05-29T14:44:00.000,18-114809,Western District,University Ave W & Chatsworth St N,County - State Aid Highway,No,None,Male,St. Paul,55106,Female,Eagan,55121,No,None,No,"{'latitude': '44.95581842', 'longitude': '-93.14157386'}",1,10,7,,,,,,,,4,Yes,30,"Vehicle was WB University with green light.  2 boys were crossing University against the light, and said they did not see any traffic.  Vehicle swerved to avoid bikers and went onto sidewalk, striking a pole.  No injuries.",42,14
399,Bike,Yes,2017-10-22T17:07:00.000,17-248828,Eastern District,Phalen Blvd & Cayuga St,Municipal State Aid,Yes,Driver,Male,St. Paul,55102,Female,South St. Paul,55075,No,None,No,"{'latitude': '44.96596187', 'longitude': '-93.06204444'}",1,13,1,,,,,,,,2,No,35,"Unit 1 was traveling southbound on Mendota Circle at Phalen Blvd. Unit 2 was traveling westbound on Phalen Blvd at Mendota circle, Unit 1 struck unit 2 in crosswalk. No injuries reported.",25,54
400,Pedestrian,Yes,2016-11-30T08:47:00.000,16-245407,Western District,Concordia Ave & Hamline Ave N,Municipal Aid Street,No,None,,,,Male,St. Paul,55104,,,,"{'latitude': '44.95132', 'longitude': '-93.156809'}",1,17,7,19,Male,Centerville,55038,Yes,Suspected Minor Injury,Yes,4,Yes,30,Pedestrian illegally crossed Hamline (W to E) midblock south of Concordia and was struck by a vehicle.,26,
401,Pedestrian,Yes,2016-05-02T09:10:00.000,16-084122,Western District,Dale St N & University Ave W,County - State Aid Highway,Yes,Driver,,,,Female,St. Paul,55119,,,,"{'latitude': '44.955649', 'longitude': '-93.126216'}",1,9,7,57,Male,St. Paul,55104,Yes,Suspected Serious Injury,Yes,,,,,39,
402,Pedestrian,Yes,2016-06-27T15:42:00.000,16-128647,Western District,University Ave W & Lexington Pkwy,County - State Aid Highway,Yes,Driver,,,,Female,St. Paul,55105,,,,"{'latitude': '44.955656', 'longitude': '-93.14655'}",1,9,7,41,Female,St. Paul,55104,Yes,Possible Injury,No,,,,,71,
403,Pedestrian,Yes,2016-11-17T19:29:00.000,16-236935,Central District,Cesar Chavez St & State Street,Municipal Aid Street,Yes,Driver,,,,Male,Roseville,55113,,,,"{'latitude': '44.92975035', 'longitude': '-93.07788957'}",1,7,5,17,Male,St. Paul,55107,Yes,Suspected Serious Injury,Yes,3,Yes,30,Vehicle was EB on Cesar Chavez at State Street.  Vehicle struck pedestrian.  Driver was found to be intoxicated.,49,
404,Bike,Yes,2016-09-09T19:42:00.000,16-183743,Transit,University Ave W & Franklin,County - State Aid Highway,No,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,No,"{'latitude': '44.964615', 'longitude': '-93.199467'}",1,1,4,,,,,,,,5,Yes,30,,,
405,Bike,Yes,2017-09-20T20:32:00.000,17-223042,Western District,Cleveland Ave N & Marshall St,County - State Aid Highway,No,None,Male,Minneapolis,55406,Male,St. Paul,55103,Yes,Suspected Minor Injury,No,"{'latitude': '44.94845449', 'longitude': '-93.18748788'}",1,17,4,,,,,,,,2,Yes,30,"Bike was SB on W sidewalk with no brakes and no lights.  Vehicle SB Cleveland, making right turn to WB Marshall.  Bike drove into right front of vehicle.  No citations issued.",57,28
406,Pedestrian,Yes,2016-10-27T18:18:00.000,16-221580,Eastern District,3rd St E & Kennard St,Municipal Aid Street,No,None,,,,Female,Apple Valley,55124,,,,"{'latitude': '44.956606', 'longitude': '-93.03094'}",1,16,2,23,Male,St. Paul,55106,Yes,Suspected Minor Injury,No,2,No,30,"pedestrian was crossing the street, mid block, after stepping out from between 2 parked cars and was struck by vehicle.",31,
407,Pedestrian,Yes,2016-02-21T01:04:00.000,16-033493,Western District,Selby Ave & Snelling Ave N,,Yes,Driver,,,,Male,St. Paul,55105,,,,"{'latitude': '44.9465863', 'longitude': '-93.1671293'}",1,17,4,,Unknown,Unknown,Unknown,Unknown,Unknown,No,,,,,26,
408,Pedestrian,Yes,2017-05-15T17:17:00.000,17-108912,Western District,University Ave W & Syndicate St,City,Yes,Driver,,,,Female,St. Paul,55105,,,,"{'latitude': '44.95554165', 'longitude': '-93.15430656'}",1,17,7,54,Male,St. Paul,55104,Yes,Possible Injury,No,2,Stop Sign,30,"Vehicle was NB on Syndicate approaching University (stop sign).  Pedestrians (who are legally blind) were crossing WB in marked crosswalk on south side of University.  Vehicle struck pedestrians while making a right turn and looking left.  Minor injury to knee.  No citation issued at time of response, but referred to investigations.  UPDATE: On 05-22-2017, I cited (# 620904094146) driver for Failure to Yield to a Pedestrian, Failure to Drive with Due Care, No Valid MN DL, and No Proof of Insurance.",60,
409,Pedestrian,Yes,2018-01-28T15:11:00.000,18-019385,Western District,University Ave W & Pascal St,County - State Aid Highway,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.955612', 'longitude': '-93.161903'}",1,17,7,,Unknown,Unknown,Unknown,Yes,FATAL,Yes,4,Yes,30,Pedestrian was struck by Light Rail Train.  MTC Police handling the crash.  No further information.  Pedestrain was killed.,,
410,Bike,No,2016-05-10T12:28:00.000,16-090665,Central District,Rice St  & Atwater St,County - State Aid Highway,No,None,Unknown,Unknown,Unknown,Male,Columbia Heights,55421,No,None,No,"{'latitude': '44.966614', 'longitude': '-93.105939'}",1,3,7,,,,,,,,,,,,54,
411,Pedestrian,Yes,2017-04-28T16:09:00.000,17-093679,Central District,Rice St & Maryland Ave W,County - State Aid Highway,Driver,Driver,,,,Male,St. Paul,55101,,,,"{'latitude': '44.97744549', 'longitude': '-93.10592247'}",1,3,3,48,Female,St. Paul,55117,Yes,Suspected Minor Injury,Yes,5,Yes,30,School bus was WB Maryland making a left turn onto SB Rice Street.  Pedestrian was crossing WB in the S x-walk and was struck.  Witnesses confirmed the pedestrian was walking with right of way.  Pedestrian transported to hospital by medics.  Driver of bus was cited for failure to yield to a pedestrian in the crosswalk.  (SRTS),51,
412,Pedestrian,Yes,2016-01-28T07:08:00.000,16-017702,Central District,Humboldt Ave & Robie St,,No,,,,,Male,West St. Paul,55118,,,,"{'latitude': '44.93015103', 'longitude': '-93.08524667'}",1,7,5,14,Female,St. Paul,55107,Yes,Suspected Minor Injury,Yes,,,,,55,
413,Bike,Yes,2017-06-17T13:16:00.000,17-138451,Central District,Woodbridge & Arlington Ave W,City,No,None,Male,Roseville,55113,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.98460777', 'longitude': '-93.10816412'}",1,3,3,,,,,,,,4,No,30,"Bike and Vehicle were EB Larpenteur.  Driver left roadway and entered bike lane, striking the biker.  Driver then fled.  Investigation continues, police have identified a suspect.",,27
414,Ped2,,2017-04-17T16:00:03.000,17-084045,,,,,,,,,,,,,,,,1,,,30,Male,St. Paul,55104,Yes,Possible Injury,No,,,,ped 4 of 4,,
415,Pedestrian,No,2016-04-23T22:08:00.000,16-078156,Western District,Pascal St N & University Av W,,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.955612', 'longitude': '-93.161903'}",1,17,7,,Unknown,Unknown,Unknown,No,None,No,,,,,,
416,Bike,Yes,2017-10-12T19:13:00.000,17-241368,Western District,Hamline Ave S & St. Clair Ave,Municipal State Aid,Yes,Driver,Male,St. Paul,55105,Male,St. Paul,55116,Yes,Possible Injury,No,"{'latitude': '44.93420376', 'longitude': '-93.15694129'}",1,5,6,,,,,,,,2,Yes,30,"Driver was EB St Clair, making right turn on red to SB Hamline.  Biker was NB on W sidewalk and had right of way.  Driver struck biker.",49,11
417,Pedestrian,Yes,2016-12-22T18:18:00.000,16-261356,Western District,Lafond Ave & Milton St,City Street,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.96017757', 'longitude': '-93.13967019'}",1,10,7,15,Female,St. Paul,55104,Yes,Suspected Minor Injury,Yes,2,No,30,"Pedestrian and witness were walking in the roadway eastbound on Lafond Ave. A vehicle was traveling westbound on the same street and lost control, striking the pedestrian. The vehicle fled the scene.",,
418,Pedestrian,Yes,2017-12-09T12:53:00.000,17-283536,Eastern District,Arcade St & York St E,State - Trunk Highway,No,None,,,,Male,St. Paul,55106,,,,"{'latitude': '44.96838744', 'longitude': '-93.06601957'}",1,13,1,14,Male,St. Paul,55106,Yes,Suspected Serious Injury,Yes,4,No,30,"Vehicle was SB on Arcade and struck a pedestrian near York.  Driver states that pedestrian was not in crosswalk.  Pedestrian unable to give statement.  Investigation continues, possible surveillance video.",19,
419,Bike,Yes,2016-07-20T12:45:00.000,16-144777,Western District,Lexington Pkwy N & St Anthony,County - State Aid Highway,Yes,Driver,Male,Minneapolis,55405,Female,Apple Valley,55124,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.951615', 'longitude': '-93.146753'}",1,17,7,,,,,,,,4,Yes,30,,25,54
420,Pedestrian,Yes,2018-05-29T22:05:00.000,18-115147,Central District,Milton St S & Juno Ave,City,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.92593088', 'longitude': '-93.1388879'}",1,11,5,42,Female,Minneapolis,55411,Yes,Possible Injury,Yes,2,Stop Sign,30,Pedestrian was legally crossing in unmarked crosswalk.  Driver turned and struck pedestrian.  Driver fled.  Limited suspect information.,,
421,Bike,Yes,2017-08-01T07:34:00.000,17-178654,Central District,Arundel St & Maryland,County - State Aid Highway,Yes,Driver,Male,St. Paul,55117,Male,St. Paul,55130,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.97743287', 'longitude': '-93.11875463'}",1,3,3,,,,,,,,2,Stop Sign,30,"Driver NB Arundel, making right to EB Maryland.  Biker WB on S sidewalk /x-walk crossing Arundel.  Driver said he accidentally hit gas instead of brake, striking biker.  Driver cited.",21,42
422,Pedestrian,Yes,2016-04-21T13:14:00.000,16-076282,Western District,Summit Ave & Oxford St,,Yes,Driver,,,,Female,St. Paul,55104,,,,"{'latitude': '44.941388', 'longitude': '-93.144064'}",1,8,5,23,Female,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,,70,
423,Bike,Yes,2017-07-03T18:24:00.000,17-152610,Western District,Lexington Pkwy & Concrordia,County - State Aid,Yes,Driver,Male,"Chicago, IL",60620,Male,St. Paul,55103,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.95122921', 'longitude': '-93.14684875'}",1,17,7,,,,,,,,4,Yes,30,Driver made left turn on red light. Biker had a green light and  was struck by vehicle.  Independent witness confirmed violation.  Driver cited.,73,19
424,Pedestrian,Yes,2017-01-25T16:44:00.000,17-017891,Central District,5th Street E & Robert St N,Munincipal State Aid,Yes,Driver,,,,Male,"Somerset, WI",54025,,,,"{'latitude': '44.94739165', 'longitude': '-93.09084152'}",1,12,5,18,Female,St. Paul,55117,Yes,Possible Injury,No,5,Yes,30,"Driver was going eastbound on 5th St. driver turned right onto Robert St from 5th ST and struck the pedestrian. pedestrian
had swelling to their foot and leg. no damage to pickup. driver stated he did not know if he had struck pedestrian. Driver
stated he came back to the scene because people in the crosswalk were yelling at him.",47,
